mesh_id,mesh_term,Cardiology,Dermatology,Endocrinology,GI Hepatology,Immuno Rheumatology,Infectious Diseases,Nephrology,Neurology,Psych General,Oncology,Otolaryngology,Pulmonary Medicine,Reproductive Medicine,Psych Specific,Hepatology Specific
C10.597.350.400,Hypokinesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.350.500,Myoclonus,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.350.500.500,Opsoclonus-Myoclonus Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.350.675,Synkinesis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.350.700,Tics,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.350.850,Tremor,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.404,"Gait Disorders, Neurologic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.404.400,Gait Apraxia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.404.450,Gait Ataxia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.544,Meningism,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150,Communication Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.606.150.500,Language Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.606.150.500.050,Agraphia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.300.200.100,"Alexia, Pure",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.550,Language Development Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.100,Aphasia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.100.100,"Aphasia, Broca",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.100.111,"Aphasia, Conduction",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.100.155.600,Primary Progressive Nonfluent Aphasia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.100.166,"Aphasia, Wernicke",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.150,Articulation Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.500.800.500,Mutism,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N
C10.597.606.150.500.800.750,Stuttering,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.550,Learning Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.150.550.200,Dyslexia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358,Consciousness Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358.800.200.100,Brain Death,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358.800.200.200,"Coma, Post-Head Injury",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358.800.200.600,Insulin Coma,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.606.358.800.500,Stupor,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358.800.600,Syncope,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.358.800.600.500,"Syncope, Vasovagal",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.525.100,Amnesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.525.100.075,"Amnesia, Anterograde",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.525.100.150,"Amnesia, Retrograde",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.525.400,Korsakoff Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N
C10.597.606.643,Mental Retardation,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.180,Cri-du-Chat Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.455,"Mental Retardation, X-Linked",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.455.124,Adrenoleukodystrophy,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.455.249,Coffin-Lowry Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.455.562,Glycogen Storage Disease Type IIb,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.606.643.455.625,Lesch-Nyhan Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.643.455.875,Pyruvate Dehydrogenase Complex Deficiency Disease,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.606.643.969,WAGR Syndrome,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.597.606.643.970,Williams Syndrome,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.606.762.100.300,Gerstmann Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.762.100.650,Prosopagnosia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.762.200,Auditory Perceptual Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.606.762.700,Phantom Limb,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.881,Psychomotor Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.881.350,Apraxias,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.881.350.200,"Apraxia, Ideomotor",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.606.881.350.600,Gait Apraxia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.250,Fasciculation,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.500,Muscle Cramp,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.550,Muscle Hypertonia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.550.500,Muscle Rigidity,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.593,Muscle Weakness,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.612,Muscular Atrophy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.612.500,Sarcopenia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.613.750.400,Hemifacial Spasm,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.613.750.700,Trismus,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.617.152,Back Pain,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.617.152.199,Failed Back Surgery Syndrome,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.617.515,Labor Pain,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
C10.597.617.560,Metatarsalgia,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.617.682.550,"Neuralgia, Postherpetic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.617.682.675,Piriformis Muscle Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.617.894,"Pain, Referred",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.617.947,Slit Ventricle Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622,Paralysis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622.447,Ophthalmoplegia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622.447.511,"Ophthalmoplegia, Chronic Progressive External",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622.714,Pseudobulbar Palsy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622.760,Quadriplegia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.622.812,Respiratory Paralysis,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
C10.597.622.943,Vocal Cord Paralysis,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.636,Paresis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.636.500,Paraparesis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.636.500.500,"Paraparesis, Spastic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.690,Pupil Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.690.150,Anisocoria,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.690.362,Miosis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.690.362.500,Horner Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.690.575,Tonic Pupil,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.704.400,"Reflex, Babinski",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.742,Seizures,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.742.143,Alcohol Withdrawal Seizures,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751,Sensation Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.237,Dizziness,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.418,Hearing Disorders,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341,Hearing Loss,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341.186,Deafness,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341.186.500,Deaf-Blind Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.418.341.186.500.750,Wolfram Syndrome,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341.562,"Hearing Loss, Conductive",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.418.341.750,"Hearing Loss, Functional",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.418.341.849,"Hearing Loss, Mixed Conductive-Sensorineural",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.418.341.887,"Hearing Loss, Sensorineural",N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341.887.460,"Hearing Loss, Noise-Induced",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.418.341.887.772,Presbycusis,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.418.341.887.886,Usher Syndromes,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N
C10.597.751.418.341.900,"Hearing Loss, Sudden",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.418.341.950,"Hearing Loss, Unilateral",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.418.505,Hyperacusis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.418.670,Tinnitus,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.600,Olfaction Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.791,Somatosensory Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.791.400,Hyperalgesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.791.450,Hyperesthesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.791.500,Hypesthesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.791.875,Paresthesia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.861,Taste Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.861.184,Ageusia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.861.479,Dysgeusia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941,Vision Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.073,Amblyopia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.162,Blindness,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.597.751.941.162.125,Amaurosis Fugax,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.162.250,"Blindness, Cortical",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.162.625,Deaf-Blind Disorders,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.751.941.256,Color Vision Defects,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.512,Hemianopsia,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.751.941.661,Photophobia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.825,Susac Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.597.951,Vertigo,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.597.975.550,Hoarseness,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.668,Neuromuscular Diseases,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.460,Motor Neuron Disease,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.460.250,Amyotrophic Lateral Sclerosis,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.668.460.300,"Bulbar Palsy, Progressive",N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N
C10.668.460.500.186,"Bulbo-Spinal Atrophy, X-Linked",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.460.500.750,Spinal Muscular Atrophies of Childhood,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.475,"Muscular Atrophy, Spinal",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.475.500,Spinal Muscular Atrophies of Childhood,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491,Muscular Diseases,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175,"Muscular Disorders, Atrophic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175.500.074,Distal Myopathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175.500.149,"Muscular Dystrophies, Limb-Girdle",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175.500.300,"Muscular Dystrophy, Duchenne",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175.500.400,"Muscular Dystrophy, Facioscapulohumeral",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.175.500.500,Myotonic Dystrophy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.387,Eosinophilia-Myalgia Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.425,Fibromyalgia,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
C10.668.491.500,Mitochondrial Myopathies,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.500.500.500,MELAS Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.500.500.550,MERRF Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.500.700,"Ophthalmoplegia, Chronic Progressive External",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.550.290,"Myopathies, Nemaline",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.550.300,"Myopathy, Central Core",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.562,Myositis,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.668.491.562.150,Dermatomyositis,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.668.491.562.500,"Myositis, Inclusion Body",N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N
C10.668.491.562.787,Pyomyositis,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
C10.668.491.606,Myotonic Disorders,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.606.750,Myotonic Dystrophy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.650,"Paralyses, Familial Periodic",N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.491.650.450,Hypokalemic Periodic Paralysis,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.550,"Muscular Disorders, Atrophic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.758.450,Lambert-Eaton Myasthenic Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.758.725,Myasthenia Gravis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.758.725.650,"Myasthenia Gravis, Neonatal",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.758.800,"Myasthenic Syndromes, Congenital",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829,Peripheral Nervous System Diseases,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.050.050,"Amyloid Neuropathies, Familial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.100.500,Brachial Plexus Neuritis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.250,Complex Regional Pain Syndromes,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.300,Diabetic Neuropathies,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.325,Giant Axonal Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.350,Guillain-Barre Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.350.500,Miller Fisher Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500,Mononeuropathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.200,Femoral Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.500.200,Carpal Tunnel Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.675,Sciatic Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.675.399,Piriformis Muscle Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.675.800,Sciatica,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.700,Tibial Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.850,Ulnar Neuropathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.500.850.200,Cubital Tunnel Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.550.500,Piriformis Muscle Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.550.800,Tarsal Tunnel Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.550.850,Thoracic Outlet Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.550.850.200,Cervical Rib Syndrome,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
C10.668.829.550.925.200,Cubital Tunnel Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.600,Neuralgia,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.600.550,"Neuralgia, Postherpetic",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.600.675,Piriformis Muscle Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.600.800,Sciatica,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.650,Neuritis,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.650.500,"Neuritis, Autoimmune, Experimental",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.675,Neurofibromatosis 1,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N
C10.668.829.700,"Pain Insensitivity, Congenital",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.725,Peripheral Nervous System Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.668.829.725.500,Nerve Sheath Neoplasms,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.668.829.725.500.500,Neurilemmoma,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.668.829.725.500.600,Neurofibroma,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
C10.668.829.725.500.600.500,"Neurofibroma, Plexiform",N,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.668.829.725.500.600.600,Neurofibrosarcoma,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N
C10.668.829.800,Polyneuropathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.050,Alcoholic Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.300,Hereditary Sensory and Motor Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.300.099,Alstrom Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.300.490,Giant Axonal Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.300.780,Refsum Disease,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.300.820,"Spastic Paraplegia, Hereditary",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.625,Hereditary Sensory and Autonomic Neuropathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.625.200,"Dysautonomia, Familial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.662,Paraneoplastic Polyneuropathy,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N
C10.668.829.800.700,POEMS Syndrome,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750,Polyradiculoneuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.300,Guillain-Barre Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.300.500,Miller Fisher Syndrome,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.450,Hereditary Sensory and Autonomic Neuropathies,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.450.250,"Dysautonomia, Familial",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.600,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.750.700,Polyradiculopathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.800.875,Tangier Disease,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.820,Radiculopathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.668.829.900,Tarlov Cysts,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.720,Neurotoxicity Syndromes,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.720.075,"Akathisia, Drug-Induced",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.720.112,"Alcohol-Induced Disorders, Nervous System",N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
C10.720.112.100,Alcohol Amnestic Disorder,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
C10.720.112.100.500,Korsakoff Syndrome,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,N
C10.720.112.200,Alcohol Withdrawal Delirium,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
C10.720.112.400,Alcoholic Neuropathy,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N
G02.111.087.520,Lipid Peroxidation,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.525,Lipogenesis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.530,Lipolysis,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.535,Lipoylation,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.560,Molecular Mimicry,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.612,Nitrosation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.615,Nucleic Acid Denaturation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.620,Nucleic Acid Hybridization,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.620.500,Base Pairing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.640,Osmosis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675,Peptide Biosynthesis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.050,Aminoacylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.333,"Peptide Biosynthesis, Nucleic Acid-Independent",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871,Protein Biosynthesis,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.200,"Frameshifting, Ribosomal",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.640,"Peptide Chain Elongation, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.650,"Peptide Chain Initiation, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.720,"Peptide Chain Termination, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.790,"Protein Modification, Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.790.600,"Protein Processing, Post-Translational",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.790.600.400,Protein Prenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.790.600.700,Protein Splicing,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.675.871.850,Transfer RNA Aminoacylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.677,Phosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.677.550,Oxidative Phosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.677.605,Photophosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.678,Phototrophic Processes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.678.700.700,Photophosphorylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.679,Prenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
G02.111.087.679.500,Protein Prenylation,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
